id,tagline
38050,Fight for your fate.
8367,"For the good of all men, and the love of one w..."
9390,Everybody loved him... Everybody disappeared.
72105,Ted is coming.
2898,A comedy from the heart that goes for the throat.
10312,Laughter is contagious
109443,It's kind of a big deal
2022,"Small town kid, big time right hook."
37686,It Arrives.
462,She brought a small town to its feet and a hug...
9919,One of them is lying. So is the other.
187017,They're not 21 anymore
628,Drink from me and live forever
10201,One Word Can Change Everything.
302699,Saving the world takes a little Hart and a big...
9441,Be there for the joy. Be there for the tears. ...
274167,Choose your Daddy
224141,Be careful what you wish for...
388,It looked like the perfect bank robbery. But y...
2112,No More Mr. Nice Guy.
10329,Where you are the endangered species.
74465,A True Zoo Story
13811,Knowing is everything...
6877,"To leave the nest, some men just need a little..."
10320,The dead don't sleep.
50646,This Is Stupid
8920,Get ready for frisky business.
13673,No! Ho! Ho!
60308,What are you really worth?
6950,This animal carries a deadly virus... and the ...
225574,The hijacking was just the beginning.
13836,The race is on
752,People should not be afraid of their governmen...
6038,A Royal Kick In The Arse.
9975,Get Carried Away With The Cutest Little Monkey...
11451,Start your engines...
12103,...I'll never tell.
60304,Classic tale. New twist.
2251,Where do you go when you've gone too far?
46529,Three like him have already been killed…he is ...
231,Everything is connected.
300671,"When everything went wrong, six men had the co..."
9754,Nothing Is More Dangerous Than A Man With Ever...
66,Corrupts Absolutely.
4421,Failure is not an option.
2649,What do you get for the man who has everything?
588,We've been expecting you.
10393,Throw the ball. Catch the girl. Keep it simple.
71552,Save the best piece for last.
9631,He frees hostages for a living. Now he's takin...
216282,Prepare to go
928,Here they grow again.
205587,Defend your Honor.
6623,How do you get the world's attention?
1577,You're all going to die.
9801,Same Bridget. Brand new diary.
2116,The Clock Is Ticking...
9624,His Battle To Save The Alaskan Wilderness And ...
14199,Smaller heroes. Just as super.
1907,Somewhere on this planet it must exist.
4599,Her uptown life gets turned inside out!
22832,"Fear not the weapon, but the hand that wields it."
10390,Billy Chapel must choose between the woman he ...
9879,Some People Get Into Trouble No Matter What Th...
38579,Live Large
44603,Touched by death. Changed by life.
11892,The only flaw in their plan was her.
9691,"In the shadows of life, In the business of dea..."
1248,It started with revenge.
72710,You will be one of us
10782,Deception is their most deadly weapon.
9573,He's a heartbeat away from catching the killer
4959,Is your money making a killing?
10061,Snake Is Back.
10386,It came from outer space!
421,"The deeper you go, the weirder life gets."
316152,Based on the incredible true story.
11615,The crime is clear. The truth is not.
13498,Protecting witnesses is a challenge. Living wi...
241554,No sin goes unpunished
2252,Every sin leaves a mark.
11968,Treasure has its price.
38319,Get your quest on.
69668,"Once upon a time, there were two little girls ..."
11212,No bib. No crib. No problem.
10533,When intimacy is forbidden and passion is a si...
38363,Wife. Mother. Spy.
9923,Heads You Live... Tails You Die.
11863,Some fantasies go too far.
18501,"In the near future, you don't live to play... ..."
109491,Dark secrets will come to light.
9275,Get ready for an unexpected hit.
329833,Long time no Z
12634,It's all in who you trust
10416,"To save his planet, an alien must find a woman..."
47327,One hell of a ride.
15268,Some fight for power. Some fight for us.
10796,Stealing the power of the universes one by one.
9548,Kojak. Columbo. Dirty Harry. Wimps.
18947,On air. Off shore. Out of control.
1900,No one gets away clean
89,"The man with the hat is back. And this time, h..."
96724,An epic story of love.
198184,I am consciousness. I am alive. I am Chappie.
9481,Serial killer vs. forensic genius
6415,It's good to be King.
181283,How do you find a killer who doesn’t exist?
9896,563 miles. 9 people. $2 million. 1001 problems!
167,Change the way you look at the world.
11232,If they lived in the same century they'd be pe...
1636,Meet the Devil. She's giving Elliott seven wis...
2148,It was the jazz age. It was an era of elegance...
5176,Time waits for one man.
260346,It Ends Here
1389,Opposites attract.
9894,There's no such thing as free cable.
8592,Their turf. Their game. Their rules. They didn...
913,How do you get the man who has everything?
11091,One day can make your life; one day can ruin y...
1368,This time he's fighting for his life.
5393,Fairy Tale Endings Aren't What They Used To Be
9095,The untold story of Jekyll and Hyde
8874,It's about finding the love of your life. And ...
11467,Hollywood's hottest couple just split up. It'l...
320,A tough cop. A brilliant killer. An unspeakabl...
199,Resistance is futile.
20533,Revenge gets ugly.
10684,A medal for honor. A search for justice. A bat...
1624,Trust me.
325789,The true story of one man against the biggest ...
113464,LOVE. DESTINY. HEROES. War Changes Everything.
888,Yabba-Dabba-Doo!
82675,First they took his daughter. Now they're comi...
4256,Great trilogies come in threes.
1493,Never Mess With An Agent In A Dress.
88751,Same Planet. Different World.
11130,It can take a lifetime to find true love; she'...
9944,Two Supreme Court Justices have been assassina...
10731,A district attorney out for a conviction. A ne...
7350,Find the joy.
9869,Not for honor. Not for country. For his wife a...
4379,This relationship is going to be a real mother.
146233,Every moment matters.
2034,The only thing more dangerous than the line be...
926,A comedy of Galactic Proportions.
4248,No More Mercy. No More Shame. No More Sequels ...
64328,They're closer than you think.
36647,Part Man. Part Vampire. All Hero.
7214,It begins on the street. It ends here.
1537,"An ambitious lawyer, a desperate father, they ..."
9360,When You Can't Breathe You Can't Scream.
6282,This party never ends.
508,The ultimate romantic comedy.
9487,An epic presentation of miniature proportions.
768,Only the legend will survive.
2636,The government taught him to kill. Now he's us...
10478,Golf Pro. Love Amateur.
27983,Their wedding night set new attendence records
9981,One man could lead this team to glory. . . Tha...
7453,Don't leave Earth without it.
7737,The Extinction Is Coming...
232672,"Single Dad, No Clue. Single Mum, Flying Solo."
17379,She always thought she was somebody special......
8987,The vacation is over
82525,Young Beautiful Deadly.
9759,If the signal dies so does she
9486,"He knows no fear, he knows no danger, he knows..."
9906,The battle for the lawn is on.
841,"A world beyond your experience, beyond your im..."
4688,All you need is love.
4148,How do you break free without breaking apart?
2207,"For a New York cop and his witness, the distan..."
9381,Kill or be Killed.
9625,Two good cops. One bad situation.
9304,"Sometimes to get more out of life, you have to..."
20856,The aliens vs. the Pearsons
9826,Slam Evil!
21355,Some passions can never be tamed.
10858,"Triumphant in Victory, Bitter in Defeat. He Ch..."
11439,Read between the lies.
9457,Full Scream Ahead
1494,Unspeakable secrets are hidden within the Forb...
13184,There's only one way out.
2185,They have forty-five minutes to save the world...
6639,How long would you wait for love?
58233,One man. One mission. No chance.
116977,When good food... goes bad!
68734,The movie was fake. The mission was real.
5503,A murdered wife. A one-armed man. An obsessed ...
27573,"It's a Job. It Isn't Personal. Well, Maybe a L..."
819,When friendship runs deeper than blood.
1369,"What most people call hell, he calls home."
9623,There is no defense.
10895,For anyone who has ever wished upon a star.
10935,The only thing greater than their passion for ...
834,"My God. Brother, what have you done?"
228066,Discover the origin of the monster and his cre...
711,"In an ordinary place, he found the one person ..."
10468,The Life of the Party... before she got a life.
10027,Serve No Master
11812,A romantic comedy without the sugar.
37233,Power can be murder to resist.
37950,Life is for living.
27582,Someone has to fix the problems.
64688,They thought the streets were mean. Then they ...
509,Can the most famous film star in the world fal...
7443,This ain't no chick flick. It's poultry in mot...
5966,"For the most cautious man on Earth, life is ab..."
11066,A Player Who's About to be Played.
136795,Action's never been so hot!
8095,The motion picture the world has been waiting ...
87826,No one will fight for his students like Mr. Voss.
11560,Everything you trust. Everything you know. May...
25189,A story about just how wrong two people can be...
2637,What do you see?
18480,Borat was so 2006
709,His bad side is a dangerous place to be.
49730,Who's afraid?
2749,America Likes to Watch
9607,This Ain't No Game.
1830,"Where there's a will, there's a weapon"
79,One man's strength will unite an empire.
54054,She's looking for a few not-so-good men
228967,The Film Hackers Tried To Get Banned
46528,Assassin. Hero. Legend.
27936,Non Stop Madness
65,Every moment is another chance.
280391,These feet are made for walkin'
9476,He Will Rock You
745,Not every gift is a blessing.
49527,You can only push an innocent man so far
73937,Everyone is searching for something.
1885,Only the 'Old One' could teach him the secrets...
168672,Everyone Hustles To Survive
18240,Here comes the bribe...
10398,Murder isn't always a crime.
165,"Roads? Where we're going, we don't need roads!"
240832,The average person uses 10% of their brain cap...
216015,Are you curious?
12279,3rd Mission. 3rd Dimension.
1645,Experience a time you'll never forget.
11007,Growing pains? They've got twelve of them!
193756,Based on True Acts of Courage
11287,"To achieve the incredible, you have to attempt..."
259693,The next true story from the case files of Ed ...
37799,You don't get to 500 million friends without m...
10184,Are you the exception...or the rule?
4257,Bury the grudge. Burn the village.  See the saw.
4234,Someone has taken their love of trilogies one ...
196,They've saved the best trip for last... But th...
257091,An education in incarceration.
6114,Love never dies.
24803,Based on Two True Stories
109410,The True Story Of An American Legend
1213,How far would you go to become someone else?
100042,The Second Parts Are More Fools
9036,"The Most Amazing Story Of Survival, Friendship..."
257211,Experience never gets old
323675,The brothers-in-law are back
9361,The first American hero.
1677,The extraordinary life story of Ray Charles.
187,Walk down the right back alley in Sin City and...
7461,"8 Strangers, 8 points of view.  1 Truth."
16538,He needed a best man... He got the worst.
9889,Are You A Shallow Guy?
820,The story that won’t go away.
11565,The momma of all comedies is back!!!
6073,Love with the safety off.
16996,Who says you're only young once?
193610,The oddest friends are about to get even
19912,Rest In Pieces
296098,"In the shadow of war, one man showed the world..."
8007,His only weapon is his will to survive.
32823,Aaron Green has 72 hours to get a Rock Star fr...
4380,Step out of the ordinary
11551,"The few, the proud, and the small."
10336,Born in darkness. Sworn to justice.
11362,Prepare for adventure. Count on revenge.
50348,This Case is a Dangerous Game of Life and Death
48138,Take Back Your Life
1124,Are You Watching Closely?
227159,New Crime. Same Tools.
68179,Earth's greatest secrets are about to break out!
1579,No one can outrun their destiny.
708,Licensed to thrill.
34851,Fear is Reborn
9930,Tom Logan has a law partner who put a dog on t...
1586,The most important part of a story is the ending.
2044,How do you hold on to someone you've never met?
9913,Fearing Is Believing
71864,He's a force of nature.
10761,He'll do anything to get the groom out of the ...
11975,They were totally unqualified to try the case ...
4970,Because someone is dead doesn't mean they're g...
11831,Freedom is not given. It is our right at birth...
9096,He turned his back on civilization. Only to di...
440,The Last Place On Earth We Want To Be Is In Th...
11011,An adventure so big... even the world's riches...
10641,He fell in love for the first time. She fell i...
11172,Share the music with someone you love.
39513,Who's up for a close encounter?
82687,Get ready for one mother of a road trip
41446,New Decade. New Rules.
8224,You can't prepare for where the truth will tak...
10537,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll"
225886,A movie about a movie they don't want you to see.
10385,Every family has a few hang-ups.
55779,We all share a common destination.
10154,A romantic comedy you can't refuse
10647,"When someone does you a big favor, don't pay i..."
11431,A Comedy About The Game of Love.
8457,You get what you pay for
188161,Bring protection.
8850,The Shadow Knows!
64685,"This is not a story about September 11th, it's..."
38357,Breakfast TV just got interesting.
10060,If You Think You Know the Story...You Don't Kn...
11398,Who is your foe?
1833,No day but today.
10391,Mankind's last hope just turned six.
8970,They fell in love 24 years ago... and in the n...
9306,The gates of hell are unlocked.
11370,As you've never seen it before.
12184,Two sisters divided for the love of a king.
1921,She Just Needed A Month To Change His Life For...
1683,What Hath God Wrought?
203,You don't make up for your sins in church. You...
11858,"One Man's Mission To Teach The Few, The Proud...."
62835,Revenge is beautiful.
18937,An evil knight gives nobility a bad name.
13536,When you're searching for a killer... the last...
15556,Science gave him sight. She gave him vision.
10718,Circuit of Fire
11062,It started with a shootout on a rainswept stre...
10802,Beyond your wildest dreams. Beyond your wildes...
1887,Rumor. Scandal. Fame. Revolution.
10461,The Truth Hurts
80278,Nothing is more powerful than the human spirit.
10315,Dig the life fantastic!
2687,An adventure like you've never seen.
194,One person can change your life forever.
8849,Meet a man who never met a woman he didn't love.
78698,A family of whales trapped beneath the ice. On...
30943,The search for her son was over. The search fo...
9544,The last site you'll ever see.
24418,Meet Darren. He's sixteen going on immortal.
24575,They've found the Titanic. There's just one th...
10366,Prepare to become obsolete
19898,Don't fear the end of the world. Fear what hap...
4965,"In the Future, not everyone is who they seem t..."
15074,Fear is a trigger
56715,"They're not just from another time, they're fr..."
1272,"If the sun dies, so do we."
72358,He only has 1000 words left to discover what m...
266396,Armed With the Truth.
9978,Rule the school. Save the world.
8271,"The quieter the street, the darker the secrets..."
10428,"There is no right or wrong, only fun and boring"
5353,How can they find the world's most wanted war ...
11934,They took him for a fall guy... but he threw t...
19495,Courage know no limit
110415,"AD 2031, the passengers in the train are the o..."
9495,Real love is forever.
1257,"She's just your normal, overprotective, overbe..."
62214,The electrifying dog is back from beyond the g...
16320,Can't stop the signal.
9531,If the world's most powerful computer can cont...
64807,DeNiro vs Stallone
12289,The future will be decided.
11529,Sometimes What You're Looking For Is Right Whe...
20943,The battle of the sexes is on.
9099,All he ever wanted was an honest week's pay fo...
9488,Little Spies. Big Attitudes
193,Boldly go.
44865,"In Martial Arts there is no right or wrong, on..."
55787,Life is the most spectacular show on earth.
10400,His greatest fight was for justice.
1957,Everyone has a limit.
10833,Caution: Dangerous Curves Ahead
256961,Vegas has a new high roller.
5852,"The deeper you look, the more you will find."
12312,Someone just picked on the wrong nobody.
622,Every book has a life of its own.
11306,Not all surgery is intended to cure.
12508,The story of a wanna be who got to be.
25793,Life is hard. Life is short. Life is painful. ...
1091,Man is The Warmest Place to Hide.
87421,Survival Is His Revenge
10871,The hunter becomes the hunted.
13600,Escape is the only option
68722,Every Man Needs a Guide
14324,Anything Can Happen When You're In ... Virgin ...
14325,He changed our country... one yard at a time.
299687,Protect Your Own
312221,Your legacy is more than a name
23168,Welcome to the bank robbery capital of America.
76494,It's too late to pull out now.
4944,Intelligence is relative.
10488,Your adventure starts here.
96721,Everyone's driven by something.
334,Things fall down. People look up. And when it ...
23742,Rock out with your Glock out
259694,Welcome to the party
62837,Inspired by the amazing true story of Winter.
8966,"When you can live forever, what do you live for?"
8470,Give a father no options and you leave him no ...
11001,He's A Cop That's Not.
138832,-If anyone asks.
2163,It could happen to you.
36670,Sean Connery is James Bond 007
23048,Kick some past
227735,WINTER's amazing true story... now has HOPE.
2155,The trap is set. The game is on.
8409,Love changes a man. Revenge tears him apart.
222936,Sometimes you have to say goodbye before you c...
31908,From the director of A FEW GOOD MEN comes a co...
10219,From the director of 'Shine'
48171,You can only defeat it when you believe.
782,There is no gene for the human spirit.
75531,Talent Isn't Everything...
11802,"Houston, we have a problem!"
18785,Some guys just can't handle Vegas.
817,"I'm back, baby!"
268,Have you ever danced with the devil in the pal...
943,The magic is back again!
22881,Based on the extraordinary true story
10054,Real spies...only smaller
51540,Ever wish your boss was dead?
44264,Punishment Comes One Way or Another.
350,Meet Andy Sachs. A million girls would kill to...
152,The human adventure is just beginning.
109431,She's having the time of his life
1598,There is nothing in the dark that isn't there ...
8065,They proved the Vegas Blackjack System was bea...
271718,We All Know One.
11638,His house. His rules. Some in-laws were made t...
409,"In love, there are no boundaries."
2118,Everything is suspect... Everyone is for sale....
11459,Saving The World... One Homework Assignment At...
10806,An out-and-out comedy.
9348,Our time is up.
377,"If Nancy Doesn't Wake Up Screaming, She Won't ..."
8843,Enter The Mind Of A Killer
9313,For the honor of a king. And the destiny of a ...
39486,The Impossible True Story
13920,His courage made them champions.
50544,Some friends come with a happy ending.
325133,New neighbors.
140823,"Where her book ended, their story began."
89492,The sort-of sequel to 'Knocked Up'
22949,Life is Not Child-Proof.
12437,Every war has a beginning.
2959,First came love... then came Reverend Frank.
9957,Get off the bench and get into the game.
9366,Based on a true story.
1576,A secret experiment. A deadly virus. A fatal m...
609,They're here.
5516,The greatest criminal minds of all time have f...
13051,When a Man Has Lost Everything. He Only has Re...
49530,Time Is Power
34806,"Fall in love, get married, have a baby. Not ne..."
49022,It's a thin line between love and friendship.
11469,It's only a flesh wound!
23479,The coach is waiting for his next beer. The pi...
11667,The fight to save the world is on!
423,Music was his passion. Survival was his master...
2447,Her child would change the world.
10066,Prey. Slay. Display
2288,"If you believe in love at first sight, you nev..."
88794,The most powerful man in the world.
13515,There is evil...On the other side.
11979,This time there are no interviews.
169,Silent. Invisible. Invincible. He's in town wi...
8090,A cyber killer has finally found the perfect a...
11622,She'd never met anyone like him. He's never me...
3604,He'll save every one of us!
9541,He wanted it all...but he got more than he bar...
94348,Don't Ever Cross Alex Cross
336004,Never make a bet you can't afford to lose.
35019,You'll Believe That Pigs Can Fly!
8836,"To find the truth, you must believe."
14442,Get enchanted
321741,Even Legends Need a Hero
59965,They stole his life. He's taking it back.
14175,"Some pigeons eat crumbs, others make history."
11004,Undependable. Unpredictable. Unforgettable.
11918,The greatest Superhero movie of all time! (not...
98357,Proof Can Be a Powerful Weapon.
10012,What doesn't kill you makes you stronger.
49526,Ride Like Hell
268920,Armed and Sort-of Dangerous.
9093,Freedom. Country. Honor. Passion. To save his ...
119283,"To get away clean, you have to play dirty."
11823,She's the golden girl. He's the longshot. It's...
35169,He came. He saw. They conquered.
118957,Cleanup on aisle 7.
849,A world light-years beyond your imagination.
4515,"If you don't STAND for something, you might FA..."
18886,The only thing they can count on is each other.
6575,Life made him tough. Love made him strong. Mus...
6440,You'll never guess what you'll find inside...
13496,Sometimes the wrong side of the law is the rig...
18320,Love rules all.
22787,See Your Last Breath
8967,Nothing stands still.
37498,There is no substitute.
144336,Leave no loose ends
9616,Every soul has its price.
13056,Vengeance has a name
14113,They're going to save the world... as long as ...
285783,Dream High.
49478,In a world beyond your imagination a battle fo...
9726,Everything matures... eventually.
20763,Powered by imagination.
9702,An epic story of three brothers. Bound by bloo...
9311,Some Tracks Should Never Be Uncovered.
9280,Nothing is more desirable or more deadly than ...
26843,He was a man of honor in a war without any.
22267,"In a No-man's Land between North and South, Yo..."
45958,You don't choose your family. We all belong to...
1969,Being BAD never looked so GOOD!
198663,Run - Remember - Survive
239573,Best business trip ever.
10436,In a world of tradition. In an age of innocenc...
1381,Death is the road to awe
2162,"This Fall, Action is served on the rocks, with..."
127493,Never steal from the world's greatest thief.
12429,Welcome To A World Where Anything Is Possible.
228205,Two couples. Two love stories. One epic tale.
2900,How well do you know the one you love?
21311,Sometimes the adventure of a lifetime becomes ...
192136,It is an ideal for which I am prepared to die.
18254,Not since Gone With The Wind has there been a ...
10877,This Is Gonna Hurt
9600,This FBI agent is going undercover... and he's...
202575,One lost little cat. One magical adventure.
71469,Survive The Holidays
85446,One Step Can Change Your World
326,"At 30,000 feet, snakes aren't the deadliest th..."
10685,Don't go home alone.
7220,"There is no justice, there is only revenge."
9763,Every Dream Has A Beginning
72387,She has the code. He is the key.
12596,A comedy about losing control
1892,The Empire Falls...
13460,Mankind has an expiration date.
8055,Behind the mystery lies a truth that will make...
50647,Leave your baggage behind
10719,"This holiday, discover your inner elf."
9294,Some things in life just can't be explained.
9647,The spirits will move you in odd and hysterica...
9353,He's not lean. He's not mean. He's nacho avera...
55721,Save the date
109414,Nothing ruins a party like the end of the world.
10307,The messenger must be silenced.
11978,History is made by those who break the rules.
22907,Who's Taking Who?
87567,It's never too late to start acting like a family
38322,Momma's got back-up.
45612,Make Every Second Count
7305,They survived the impossible...by doing the un...
3594,First it takes hold of your mind...then it tak...
11519,Paranoia meets pandemonium.
59,Tom Stall had the perfect life... until he bec...
9335,The Best In The Business Is Back In The Game.
12106,Think you are quick enough?
11141,Love always has the last word.
31867,"For a price, any organ in your body can be rep..."
10253,They've made our world their battleground
3587,"A comedy about losing your heart, finding your..."
124459,Abracatastic!
24662,It's a Jungle Out There!
182,"If war is Hell, then what comes after?"
28,This is the end...
38073,A comedy about meeting each other halfway.
2054,"Of All the Lives He Changed, the One That Chan..."
606,Based on a true story.
698,Outer space now belongs to 007.
120467,A perfect holiday without leaving home.
11313,What if one of life's great mysteries moved in...
6488,"Eight legs, two fangs, and an attitude."
10559,The future is listening.
296099,What could go wrong?
8012,"The mob is tough, but it’s nothing like show b..."
1574,"If You Can't Be Famous, Be Infamous"
9032,Nature called. Look who answered.
2770,This Summer It's All About Sticking Together.
1637,Get ready for rush hour
27569,Don't hope for a miracle. Make one.
10637,History is written by the winners.
1669,Invisible. Silent. Stolen.
132363,One quiet voice can ignite a revolution.
9472,Grab Life By The Ball
2907,Weird Is Relative
9273,New animals. New adventures. Same hair.
9880,She rocks. She rules. She reigns.
2925,Don't get mad. Get everything.
807,Seven deadly sins. Seven ways to die.
17654,You are not welcome here.
11836,Bigger. Better. More absorbent.
322,"We bury our sins, we wash them clean."
70,"Beyond his silence, there is a past. Beyond he..."
9535,New York's most powerful gangster is about to ...
11036,Behind every great love is a great story.
6557,She's about to find the perfect fit.
18126,She has the best of both worlds...now she has ...
16340,Ooo la la! Paris will never be the same!
10333,"A story about the memories that haunt us, and ..."
4476,After the Fall from Innocence the Legend begins.
22947,The story of a man ready to make a connection.
2755,Schmidt Happens
82654,Cold body. Warm heart.
59967,"Hunted By Your Future, Haunted By Your Past"
9598,A little pig goes a long way.
82696,"Sometimes to keep the magic, you need to learn..."
9870,"You lose some, you get some."
8292,They came home to bury mom... and her killer
8780,Would you put your eggs...in this basket?
9715,"When life fell apart, love fell into place."
10521,May the best bride win
10762,"The call of the wild, the thrill of adventure...."
10096,"For some, 13 feels like it was just yesterday...."
227783,Let's Get Nuts!
4133,Based on a True Story.
10207,A story of love lost and found.
172,Adventure and imagination will meet at the fin...
21972,"Think like Mike, Achieve like Mike, Be Like Mike."
36593,"A Mad Bomber is on the Loose, and If Anyone Ca..."
707,Has James Bond finally met his match?
533,Something bunny is going on...
6023,"His life ended. Now, a new one will begin."
6439,Cheer 'til you're horse!
4347,Torn apart by betrayal. Separated by war. Boun...
37056,What if you had a second chance to find true l...
4105,Their country. Their laws. Their game. His rules.
76489,Just Say Moe.
3933,There's been a grave misunderstanding.
9918,The incredible story of the team that changed ...
273481,The border is just another line to cross.
307081,Believe in Hope.
16871,"Christine Brown has a good job, a great boyfri..."
293863,Love is timeless.
41233,Two Worlds. One Dream.
9266,"Three Friends, One Passion, No Limits."
1262,Harold Crick isn't ready to go. Period.
4513,They're Coming!
22970,If you hear a strange sound outside... have sex
7278,"The Bigger the Hit, The Harder They Fall"
9013,This could be the beginning of a beautiful fri...
865,A game nobody survives. But Schwarzenegger has...
10776,Don't feed the plants.
50456,Adapt or die.
9823,"The world was created in six days, so too shal..."
59861,Rediscover life and love
133805,Know her name. Fear her power.
12763,Never Follow
9766,One goal. A second chance.
14034,It takes a thief to nail a crook.
12244,When our world ended their mission began.
109421,One pill can change your life.
11137,Finding your inner princess can be such a roya...
51162,Oh Pooh.
10152,The evolution of dumb...
9452,Brace yourself. This politician is about to te...
239566,The Funk Don't Quit
53113,Love What You Have.
9271,Justice needs a new program.
4474,Hell hath no fury like a superwoman scorned.
48340,The only way out is down.
14846,Have you ever been tempted to look inside his...
72207,A comedy about the journey between popping the...
16232,Big league. Big mouth. Big time.
43539,What if you had 72 hours to save everything yo...
9920,The blood war is on.
8978,Unite and fight.
11702,Kill or be replaced.
18550,See how they run.
8869,Do you hate spiders? Do you really hate spider...
43347,Addicted to one-night stands or dependent on o...
3489,He has 88 minutes to solve a murder. His own.
9701,All She Wanted Was To Make A Living. Instead S...
2122,"They missed each other. This time, their aim i..."
37707,Science's newest miracle...is a mistake.
10658,You will believe that a duck can talk.
13150,Truth. Honor. Loyalty. Family. What are you wi...
9042,There are places man was never meant to go.
17813,Is it love... or are they just imagining things?
11208,Passion never dies.
58151,You can't run from evil when it lives next door.
11400,"Once discovered, it was changed forever."
10350,An action packed thrill ride!
28902,You don't have to sleep to dream
14164,The legend comes to life.
76640,Not in his town. Not on his watch.
11058,"When a miracle becomes a nightmare, evil is born."
14844,How do you fall in love with the whole world w...
57089,Not All Fairy Tales Go By the Book.
1947,Every secret takes on a life of its own.
46829,First he got married. Then he got married agai...
146238,The house always wins.
9989,Truth can be dangerous...Trust can be deadly.
9665,Their innocence. Their heritage. Their lives.
311,"Crime, passion and lust for power - Sergio Leo..."
102362,Blood demands blood
6016,He doesn't want money. He wants what money can...
13967,The life of Beatrix Potter is the most enchant...
2008,the promise
9053,They're the ultimate fighters. They've got the...
4512,Beyond the myth lies America's greatest betrayal
76349,Fall of the Last Empire
265208,Never bet against a man with a killer hand.
45610,Hope is the greatest weapon of all
271331,Every dream has it's own rules
367961,You need only wish with all of your heart!
223702,Always use condiments
254470,We're back pitches
69,Love is a burning thing.
4967,"If you have to believe in something, you may a..."
9449,Little People. Big Trouble. Lots of fun.
11499,400 million people were waiting for the truth.
4912,Some things are better left top secret.
12771,The One Thing That Could Bring Them Together I...
323676,Watch your assets
24071,Some towns have all the fun.
11249,Fear The Second Coming
9667,Terror has a new name.
812,Wish granted!
277216,The Story of N.W.A.
87,If adventure has a name... it must be Indiana ...
2043,The game is far from over.
315664,"People may say I couldn't sing, but no one can..."
1428,The Time Has Come.
562,40 Stories. Twelve Terrorists. One Cop.
15373,They're about to get more than they plea-barga...
318846,This is a true story.
26320,A Generation Began In His Backyard.
14292,"If you believe in yourself, anything can happen."
924,"When the undead rise, civilization will fall."
2018,His big day is her big problem.
9428,"Family isn’t a word, it’s a sentence."
2832,The secret lies within.
137093,It's going to be legendary
699,"No one comes close to James Bond, 007."
9778,Sometimes True Love Can Have More Than One Face.
8831,They killed his wife ten years ago. There's st...
9398,3% Body Fat. 1% Brain Activity.
112949,You know it when you find it
10439,It's just a bunch of Hocus Pocus.
3638,Life isn't always made to order.
23483,Shut up. Kick ass.
62206,A lot can happen in 30 minutes.
10577,The Most Seductive Evil of All Time Has Now Be...
218778,One day can change everything.
4348,A romance ahead of its time.
78,Man has made his match... now it's his problem.
11780,Honor made him a man. Courage made him a hero....
2001,Two brothers on opposite sides of the law. Bey...
10025,Everything changed in the wink of an eye.
15198,A Small Town on the Outskirts of Greatness.
23172,"Spying is easy, Babysitting is hard"
17834,Anabel made a wish. Murray made a mess
10016,Terror is the same on any planet.
10317,May the best campaign win.
58431,Bloody lovely.
13092,"He's across the pond, and out of his depth."
59859,You Can't Fight Your Destiny.
254473,Undercover and never Outgunned
700,James Bond’s all time high.
4964,Save the due date.
10024,"A tale of life, love, and letting go."
13490,Roscoe Jenkins aims for the heartstrings and f...
15927,"David Lean, the Director of ""Doctor Zhivago"", ..."
1259,One woman's secret is another woman's power. O...
5125,What if someone you love...just disappeared?
174,The battle for peace has begun.
9583,The Secret Is Out.
9437,Smart Girls. Pretty Girls. Missing Girls.
525,They'll never get caught. They're on a mission...
10188,Some friends just fit together.
63574,Dream a whole lot louder
245,One ordinary couple. One little white lie.
9825,You'll never know what bit you.
186,Wrong Time. Wrong Place. Wrong Number.
9549,How the future began.
61891,Was Shakespeare a Fraud?
34584,A boy who needs a friend finds a world that ne...
2666,A world where the night never ends.
12783,Based on the incredible true story.
13155,An all-new adventure down the yellow brick road.
42807,Four Brothers. Four Criminals. For The Money.....
28355,Some cases should  never be opened.
8080,Who's next?
5126,"doesn't matter where you come from, as long as..."
303858,Not every conspiracy is a theory.
1613,Nice Wheels. Dirty Deals. And One Mean Mother ...
16617,"For seven elite profilers, finding a serial ki..."
8944,Admit nothing.
41488,"At the end of World War II, many of those invo..."
14560,Safety Never Takes A Holiday.
10330,Mondays are manic. Wednesdays are wild. And Fr...
6957,"The longer you wait, the harder it gets"
1934,Love is the only inspiration.
169917,Some people are afraid of all the wrong things
951,"Go ahead, you tell him you didn't do your home..."
10189,Put this in your pipe and smoke it.
9454,Desire. Defy. Escape.
2055,No place to run. No reason to hide.
1551,Some lines shouldn't be crossed.
5902,Out of the sky comes the screen's most incredi...
11460,Fear takes flight.
9358,Death is like a boomerang. it keeps coming back
134,They have a plan...but not a clue.
22894,"When the last angel falls, the fight for manki..."
134374,Their American dream is bigger than yours.
1901,"He's rich, young and handsome. He's in love wi..."
15028,"The adventure of a lifetime, in a few mere sec..."
11509,Four strangers become friends. Four friends be...
7445,There are two sides to every family.
17047,Adventure is an attitude.
62838,The one night anything is possible.
2057,This is not a love story - it's a story about ...
70436,The only one who can stop a serial killer is t...
8011,Throughout time they have hunted each other fu...
31640,There is no honour amongst thieves.
9092,The fairy tale is over.
2779,Love stings
316002,Sometimes you nail love. Sometimes it nails you.
36355,This summer it's finally safe to go back in th...
238615,God Created Man. Man Created Immortality.
1985,Love. At any cost.
615,"By his wounds, we were healed."
