id,budget,revenue
2288,27000000,115505000
88794,35000000,84606030
13515,35000000,72436440
11979,35000000,45479110
169,35000000,57120320
8090,35000000,32483410
11622,35000000,40263020
3604,35000000,27107960
9541,35000000,36098380
94348,45000000,30353230
8197,35000000,25105260
336004,8900000,4100000
35019,35000000,93246390
8836,30000000,68369430
14442,31000000,27388770
321741,35000000,50363790
59965,35000000,82087160
14175,35000000,19478110
11918,35000000,25871830
98357,56000000,19701160
10012,35000000,19294900
49526,35000000,31083600
268920,35000000,51680200
9093,35000000,29882640
119283,35000000,46216640
11823,31000000,41512010
35169,35000000,39340180
849,27000000,16519460
4515,35000000,63215870
6575,35000000,18317150
13496,35000000,13678910
18320,35000000,27409890
22787,40000000,12206030
8967,32000000,54674230
144336,35000000,17508520
9616,35000000,11560810
13056,20500000,10089370
14113,35000000,12506190
285783,35000000,61181940
9726,35000000,42064100
20763,35000000,4651977
9280,35000000,16838910
11876,35000000,15000000
22267,38000000,635096
1969,35000000,10496320
198663,34000000,348319900
239573,35000000,14431250
10436,34000000,32255440
1381,35000000,15304890
2162,70000000,11263970
127493,35000000,2106557
12429,41677699,187479500
228205,34000000,63013280
2900,75000000,19598590
192136,35000000,27330000
18254,32000000,40382660
881,40000000,243240200
10877,50000000,79958600
9600,30000000,173959400
71469,30000000,64626790
85446,33000000,140470700
326,33000000,62022010
7220,33000000,54700100
9763,30000000,27610870
72387,30000000,40346190
1892,32350000,572700000
13460,30000000,22211430
8055,32000000,113019300
50647,35000000,24159930
10719,32000000,173398500
9294,32000000,152036400
9353,32000000,80197990
55721,32500000,288383500
109414,32000000,126041300
10307,29000000,50041730
11978,32000000,48814910
22907,32000000,69055700
87567,35000000,21819350
38322,32000000,83615410
45612,32000000,147332700
7305,32000000,36733910
3594,30000000,77566820
157841,33000000,9494789
11519,35000000,31755740
59,32000000,60740830
9335,32000000,85167640
12106,32000000,18552460
11141,28000000,30016160
31867,32000000,18409890
10253,70000000,53587400
124459,30000000,27437880
24662,32000000,3566637
182,32000000,5914908
28,31500000,89460380
38073,32000000,42045850
302156,31500000,14708700
606,31000000,128499200
87502,31000000,161772400
698,34000000,210308100
120467,30000000,174600300
11313,31000000,24185780
6488,31000000,53208180
10559,31000000,68106240
296099,31000000,104384200
8012,30250000,115101600
1574,45000000,306776700
9032,34200000,234801900
2770,30000000,287553600
862,30000000,373554000
1637,30000000,350448100
72570,30000000,196114600
27569,31000000,15134290
10637,30000000,136706700
1669,30000000,199200000
132363,25000000,115922200
9472,20000000,167722300
2907,30000000,191502400
9273,30000000,212385500
9880,37000000,165335200
2925,26000000,116400000
807,33000000,327311900
17654,30000000,210819600
11836,30000000,140161800
322,25000000,156822000
70,30000000,216763600
9535,80000000,176885700
11036,29000000,115603200
6557,30000000,160259300
18126,35000000,155545300
16340,30,103
10333,30000000,74787600
4476,30000000,160638900
22947,25000000,163670000
2755,30000000,105834600
82654,35000000,116980700
59967,30000000,47042000
9598,30000000,254134900
82696,30000000,114281100
9870,30000000,105173100
8292,45000000,92374670
8780,30000000,63833450
10521,30000000,114663500
10762,19000000,69631120
10096,37000000,96455700
59436,30000000,151119200
4133,53000000,83282300
10207,80000000,118880000
172,30000000,70200000
36593,30000000,51132600
707,30000000,152428000
533,30000000,192452800
6023,30000000,156835300
6439,30000000,93772520
4347,30000000,129266100
4105,30000000,45892210
76489,30000000,54819300
3933,40000000,117195100
273481,30000000,84025820
307081,30000000,91709830
16871,30000000,90810890
293863,25000000,65663280
41233,30000000,159291800
9266,25000000,51842680
1262,30000000,53653220
4513,30000000,75505970
22970,30000000,66486080
7278,30000000,84646830
9013,30000000,38413610
865,27000000,38122100
10776,25000000,38748400
50456,30000000,63782080
9823,30000000,51376860
59861,30000000,36160380
133805,30000000,82394290
12763,30000000,34742070
9766,30000000,41480850
12244,30000000,48428060
109421,30000000,63372760
51162,30000000,14460000
10152,19000000,39267520
9452,30000000,29202880
9271,30000000,24048000
48340,30000000,108609300
14846,35000000,22034830
72207,30000000,53909750
16232,30000000,21800300
43539,30000000,51148650
9920,30000000,31070210
8978,30000000,35294470
11702,30000000,19204930
18550,25000000,17193230
43347,30000000,102820000
3489,30000000,16930880
9701,35000000,25224240
2122,40000000,26155780
10658,37000000,37962770
13150,30000000,31148330
9042,30000000,15007990
17813,30000000,15368900
11208,30000000,13001260
58151,17000000,24922240
11400,30000000,30536010
11058,25000000,30114490
14844,23000000,12
57089,30000000,13521830
1947,30000000,18618280
8054,30000000,64352610
46829,30000000,8454301
146238,30000000,62616650
9989,30000000,18195610
9665,18000000,26828360
13967,30000000,35078240
9053,21000000,480314
4512,30000000,14711790
76349,30000000,108348
45610,30000000,2527904
223702,19000000,140752600
254470,29000000,287506200
69,28000000,186438900
4967,30000000,37036000
4912,30000000,33013800
12771,29000000,16930180
323676,29000000,78636260
11249,12000000,24829640
9667,29000000,21126220
812,28000000,504050200
277216,28000000,201635000
87,28000000,333000000
14444,30000000,100491700
2043,60000000,105178600
315664,29000000,48902950
1428,29000000,98185580
562,28000000,140768000
15373,28000000,92380930
318846,28000000,133346500
14292,28000000,64445710
924,28000000,102356400
2018,35000000,94728530
192577,30000000,17137300
9428,21000000,71441250
2832,30000000,90259540
137093,28000000,134402400
699,28000000,195312800
9778,28000000,77516300
8831,27000000,101646600
9398,28000000,60780980
112949,28000000,97594140
10439,28000000,39514710
3638,28000000,92601050
23483,28000000,96188900
62206,28000000,40547440
10577,28000000,33000340
218778,28000000,100654100
4348,28000000,121147900
78,28000000,33139620
11780,28000000,31596910
192102,28000000,52598000
2001,21000000,54926890
11516,35866397,20217080
10025,28000000,38159900
15198,28000000,8888143
23172,28000000,45236540
17834,28000000,8345056
10016,28000000,14010830
10317,28000000,7002261
58431,28000000,16374330
9746,28000000,5684789
13092,27000000,17286300
59859,28000000,60700000
13495,24000000,23321950
254473,28000000,68896830
700,27500000,187500000
4964,30000000,219076500
10024,30000000,95714880
13490,35000000,43650780
15927,8000000,27187650
1259,15000000,49469900
5125,27500000,24748670
174,27000000,96900000
9437,27000000,60527870
525,27000000,115229900
10188,27000000,44352420
245,27000000,129000000
9825,27000000,56870410
186,27000000,56308880
9549,27000000,21500000
61891,30000000,15395090
34584,27000000,20158810
2666,27000000,27200320
13155,25000000,11137800
42807,27000000,76000000
28355,27000000,29000000
8080,27000000,13000000
56288,27000000,85564310
303858,27000000,93282600
1613,28,14
16617,27000000,21148830
8944,25000000,6673422
14560,26000000,183293100
10330,26000000,110230300
6957,26000000,109449200
1934,25000000,289317800
169917,28000000,53181600
951,15000000,201957700
10189,27000000,101624800
9454,26000000,65705770
2055,22000000,68296290
1551,26000000,61489260
5902,22000000,50750000
11460,26000000,57891800
9358,26000000,90426400
134,26000000,71868330
22894,26000000,67918660
134374,25000000,86175290
15028,26000000,38793280
7445,26000000,43318350
17047,26000000,28819000
62838,56000000,142044600
2057,42000000,35402320
70436,26000000,29657750
16784,30000000,14000000
8011,26000000,36800000
36355,25530000,20080020
238615,26000000,30523230
1985,25000000,82466670
615,30000000,611899400
788,25000000,441286200
380,25000000,412800000
13223,33000000,269958200
10523,25100000,29506460
8681,25000000,226830600
239571,26000000,35926210
619,25000000,411006700
424,22000000,321365600
50014,25000000,124272100
162903,28000000,8555008
6466,30000000,114908800
12589,25000000,80936230
7191,25000000,170764000
1497,25000000,78000000
117,25000000,76270450
6977,25000000,171600000
168530,25000000,153997800
634,25000000,281929800
392,25000000,152500300
10327,45000000,124914800
88042,25000000,119772200
41630,25000000,147780400
11969,25000000,56505060
2085,25000000,91036760
794,2800000,60922980
9286,25000000,117719200
77877,25000000,99357140
1265,60000000,137587100
866,25000000,116766600
75174,25000000,77278330
11096,25000000,122644800
8699,26000000,90574190
769,25000000,46836390
10923,28000000,58795810
11283,25000000,122489800
111,25000000,65884700
746,23000000,43984230
77866,25000000,63100000
7345,25000000,77208710
12277,25000000,41604470
9779,25000000,39053060
2140,25000000,64437850
12620,25000000,70442940
14177,25000000,36351350
198185,25000000,38307630
227156,25000000,66980460
11351,17000000,63102670
10030,25000000,59192130
10623,25000000,56489560
590,25000000,41597830
9655,20000000,33889160
1268,25000000,229736300
11237,20000000,70992900
190955,25500000,2415472
5123,25000000,66122030
4518,30000000,82150640
11932,25000000,50671850
11165,25485000,29548290
6116,25000000,100000000
57431,25000000,34942190
278,25000000,28341470
9290,21150000,39438670
11543,27000000,25023430
284536,25000000,39171130
152737,25000000,74188940
13374,25000000,27645490
8976,30000000,42886720
319888,23000000,46152800
9469,25000000,21567850
1909,25000000,22200000
22971,25000000,114977100
34813,25000000,23580000
46261,25000000,36993170
10431,25000000,40452640
8051,25000000,17000000
9352,25000000,20796850
15487,25000000,15431180
22825,30000000,33333530
1831,25000000,24362770
43931,25000000,19829960
10591,25000000,30411180
10861,25000000,51702480
276907,25000000,42972990
65055,28000000,10126460
10397,25,13
200505,25000000,28831140
60309,25000000,15478800
9787,25000000,13411960
293646,25000000,24902720
6978,25000000,11000000
59440,25000000,23057120
1770,28000000,16900000
8988,25000000,11207130
15992,25000000,10719360
17707,25000000,13000000
77883,14000000,85446080
40001,25000000,10070000
64639,25000000,10324440
9903,25000000,11772460
20766,32000000,27635300
24264,25000000,5778353
9067,25000000,4064495
8338,25000000,19844980
168705,25000000,2405420
72113,25000000,27603070
22256,25000000,777423
12404,25000000,2336172
152742,13500000,19255870
11699,25000000,10589100
48034,25000000,48531470
36696,25000000,6500000
109091,25000000,71009330
33157,25000000,3052000
859,14000000,34670720
83770,25000000,8784318
168,24000000,133000000
1246,24000000,155721100
4233,24000000,172363300
174751,25000000,1397284
184098,24000000,70181430
2069,41300000,106371700
1788,8200000,80035400
11635,24000000,87055350
177,24000000,41895490
3600,65000000,40002110
2621,24000000,36610000
10358,24000000,42105110
10313,24000000,68729360
13476,17000000,16980100
10208,24000000,16290980
24961,24000000,21049050
20697,24000000,12372410
20761,24000000,8434146
70868,24000000,30551500
43593,24000000,83188160
40688,24000000,4562146
26672,28000000,669276
41283,24000000,23081730
4935,24000000,234710500
19908,23600000,102391400
10663,23000000,185991600
1891,18000000,538400000
9737,19000000,141407000
37137,23000000,86930410
9532,23000000,53302310
10316,12500000,75993060
2787,23000000,53187660
152601,23000000,47351250
10866,23000000,36642840
227707,25000000,6399
21349,23000000,18653620
70435,23000000,33372610
580,23000000,51881010
20024,23000000,10827820
2453,23000000,7434726
6973,23000000,29541790
22215,23000000,9366227
11632,23000000,16123850
30596,23000000,5837674
3021,25000000,94679600
957,22700000,38119480
256917,22500000,15520020
251,22000000,505000000
544,23000000,369884700
11395,22000000,189833400
14635,20000000,75597040
13680,22000000,147880500
688,24000000,182016600
11090,22000000,84772740
783,22000000,77737890
228194,22000000,88880820
1642,22000000,110628000
10950,22000000,92542420
235260,22000000,67800060
277,22000000,95708460
8999,22000000,57479080
11323,22000000,35424830
11453,22000000,22400150
146239,26000000,51164110
10878,22000000,19351570
82650,22000000,77112180
2294,22000000,33788160
2176,30000000,23619610
270487,22000000,63647660
204082,22000000,43058900
24100,22000000,13555990
5550,22000000,10696210
287948,25000000,72629670
9075,21000000,26193070
11661,22000000,17709160
109513,2000000,14400000
204922,22000000,15447150
38985,22000000,12000000
44113,22000000,9479718
164457,22000000,15400000
4566,25000000,92991840
153158,22000000,24000000
81836,17000000,73244880
10724,18000000,70687340
2196,9000000,46
1499,21000000,42000000
20857,32000000,40222730
82693,21000000,205738700
1646,21000000,41170780
4108,21000000,43928930
8456,20000000,41627430
7341,21000000,17762700
19255,17000000,14899420
10187,21000000,17600000
31005,21000000,10011050
50780,21000000,970816
16363,35000000,69701640
1946,15000000,2856712
85,18000000,389926000
772,18000000,358991700
840,20000000,303788600
9682,38000000,29907680
96,20000000,299965000
10678,20000000,132675400
274,19000000,272742900
8872,20000000,121697300
16290,20000000,117224300
579,20000000,187884000
14405,20000000,149281600
138843,13000000,318000100
11637,32000000,97918660
226486,20000000,100525400
1584,35000000,131282900
9312,18000000,122195900
12153,37000000,113086500
65057,20000000,177243200
76203,20000000,187000000
13497,20000000,57588480
35688,20000000,60072600
162,20000000,53000000
296096,20000000,207945100
1051,1800000,41158760
376659,20000000,183936100
10073,20000000,48548430
16690,20000000,109862700
273895,20000000,66787910
14873,20000000,135680000
8968,20000000,67192860
9963,20000000,84146830
15655,30000000,45554530
21208,20000000,41596250
272878,20000000,43967260
9760,20000000,86865560
314365,20000000,88346470
13279,20000000,27640030
1975,20000000,39143840
33644,20000000,37672350
9895,20000000,41237650
9570,20000000,35841900
27579,20000000,65464320
16052,20000000,60000000
40264,20000000,80547870
1164,25000000,135330200
239678,19800000,41296320
14359,20000000,50907230
3989,32000000,50907420
76617,20000000,47241940
4258,20000000,78378740
20391,20000000,31678780
10139,20000000,54586580
335778,20000000,46069570
9645,35000000,68349880
55465,19000000,35387210
617,20000000,67200000
48289,20000000,45636370
243,30000000,47126300
8848,20000000,64822800
38,20000000,72258130
38303,20000000,32005250
1266,20000000,65569870
107985,20000000,46089290
19901,20000000,51416460
34016,20000000,49779730
59860,20000000,17425000
10069,9000000,27105100
12819,20000000,39300000
9954,20000000,37597470
25132,40000000,28972510
577,20000000,21284510
328387,20000000,83707310
12690,20000000,20211390
539,806948,32000000
13596,20000000,36620510
226857,20000000,34077920
47941,20000000,2297493
526,20000000,18432000
22796,20000000,18253420
2355,20000000,22222310
5915,15000000,56255140
9842,20000000,17807570
61012,20000000,52302800
755,19000000,25836620
9470,20000000,100914400
7979,20000000,73276050
470,20000000,60427840
15644,20000000,16605760
9582,20000000,17432160
22074,20000000,17436510
2428,20000000,15473330
290751,19500000,34854990
13805,25000000,14109280
4597,20000000,22942220
9414,20000000,13801760
63492,20000000,30426100
81796,20000000,32204030
15092,20000000,34560580
15005,20000000,13391170
8198,30000000,27674120
6963,20000000,12482780
15070,20000000,12398630
17134,20000000,17280330
41402,20000000,24145610
146198,20000000,12639300
2639,20000000,10686840
295964,20000000,36606740
11835,20000000,16974460
14396,20000000,10337480
15673,20000000,11341020
42618,8000000,20000000
171274,20000000,11110980
109417,20000000,16549480
13948,20000000,7000000
106747,12000000,15008160
256962,20000000,6420319
48231,15000000,27462040
3509,8700000,7659918
12142,20000000,10442810
23367,20000000,5210988
241239,20000000,12007070
3902,20000000,4001121
77948,20000000,16863580
21755,20000000,5530764
128,26500000,159375300
16608,2000000,5048693
32316,20000000,1675706
7299,20000000,5359645
13405,40000000,7400000
314385,10000000,3727746
10448,20000000,305070
43935,20000000,4634062
44638,20000000,346594
199373,27220000,5496951
581,22000000,424208800
52449,20000000,216197500
12150,19000000,110879500
11247,19000000,70067910
4232,14000000,173046700
694,19000000,44017370
105,19000000,381109800
11377,19000000,40846080
41210,19000000,49830610
12090,18000000,101564900
62630,19100000,5728213
29427,20000000,54956140
129,15000000,274925100
2669,25000000,8613462
13523,19000000,18755940
25195,19000000,29922470
17277,19000000,4750000
50725,19000000,6928068
73191,19000000,2119994
10065,19000000,108047100
2757,19000000,32801170
11683,15000000,46770600
1878,18500000,10680280
23082,18500000,31912790
195589,18000000,268157400
854,23000000,351583400
2280,18000000,151668800
496,18000000,261572700
8835,18000000,141774700
157,18000000,87000000
8643,19000000,144216500
10402,17000000,65535070
218043,16000000,19682920
21301,18000000,65070410
10147,23000000,76488890
816,16500000,67683990
302688,18000000,88923250
60307,21000000,72417390
106,18000000,98235550
279,18000000,51973030
10625,17000000,129042900
5279,19800000,87754040
10013,18000000,41382840
194662,18000000,103215100
160588,18000000,99206220
9829,15000000,76286100
10028,18000000,62646760
790,1000000,21378360
43959,18000000,47088990
10364,18000000,24911670
9610,18000000,100000000
1578,18000000,23000000
25643,18000000,36133010
44115,18000000,35692920
10560,18000000,17200920
333348,17000000,24000000
20483,18000000,16702860
321697,30000000,34441870
38665,18000000,2945600
2575,21000000,28008460
11644,18000000,12000000
146227,18000000,10501940
68924,18000000,8038061
253235,18000000,25312390
10068,17000000,6735922
848,18000000,14110010
522,18000000,5887457
130150,18000000,20275810
12246,18000000,26527510
13809,18000000,25739020
33870,25000000,20719450
245703,18000000,6212282
127560,18000000,22309220
10017,2700000,3500000
11468,18000000,676698
193613,18000000,7972967
17436,18000000,382174
43434,18000000,871279
8408,3500000,34000000
9389,18000000,1831348
9626,17900000,6948633
75638,14000000,13551170
8363,20000000,121463200
8328,23000000,150816700
10982,15000000,51053790
205,17500000,38000000
1620,24000000,99965750
175541,17500000,7018189
241254,18000000,266586800
679,18500000,183316500
11113,17000000,72070730
3597,17000000,125586100
193893,17000000,136621300
9675,16000000,109502300
9988,17500000,19179970
948,300000,70000000
146304,17000000,71625200
7516,17000000,57103900
41439,20000000,136150400
9429,17000000,30331160
38117,17000000,43165570
9792,15000000,69623710
13960,20000000,21170560
114150,17000000,115350400
26602,34000000,19693890
26390,17000000,29536300
27759,17000000,10000000
109428,17000000,97542950
23049,17000000,20455280
9310,17000000,7314027
11411,17000000,19300000
7304,17000000,9500000
1491,40000000,86915020
2989,17000000,2000000
10629,17000000,1569918
255343,17000000,3758328
4723,17000000,374743
25763,17000000,8720000
79694,17000000,9627492
18615,16800000,2281089
10673,15000000,43848070
4584,16500000,135000000
2977,16500000,37311670
10760,16500000,13620080
11093,16500000,16942800
207,16400000,235860100
8467,16000000,247275400
639,16000000,92823550
24226,16000000,53977250
9285,16000000,119754300
74643,15000000,133432900
13788,16000000,76514050
83666,16000000,68263170
318850,18500000,6490401
1417,19000000,83258230
16161,16000000,29381650
49950,16000000,40492760
10956,17700000,30987700
9594,15000000,30102720
4638,12000000,80573770
13972,16000000,50007550
5038,15000000,96408650
10571,16000000,20627370
19994,16000000,31556060
25166,16000000,15427190
12120,20000000,13854000
9800,26000000,206678400
1090,16000000,18564090
18475,16000000,12
9781,6500000,4217115
8009,16000000,5900000
3877,16000000,2849142
8854,16000000,1686429
152599,16000000,5867686
68727,20000000,24261570
12657,16000000,14822350
8265,11000000,53191890
34647,13000000,754249
28178,16000000,47801390
264656,16000000,3442853
18777,15500000,1237615
90,15000000,316360500
771,18000000,476684700
9576,21000000,177200000
744,15000000,356830600
146,17000000,213525700
14,15000000,356296600
45269,15000000,414211500
9493,15000000,216614400
22556,15000000,317000
873,15000000,146292000
33196,16000000,11301650
205596,14000000,233555700
16769,15000000,67182790
33217,15000000,75700500
132232,15000000,146497800
11153,15000000,61399550
208134,15000000,151831500
1165,15000000,123384100
4011,15000000,73326670
17202,15000000,55184720
65086,17000000,127730700
10053,15000000,66966990
11870,15000000,52970010
11778,15000000,50000000
586,15000000,64256510
18736,17000000,55534460
134411,35000000,42930460
287903,15000000,61548710
9276,15000000,40283320
2142,15000000,44862190
11397,16000000,66468330
77016,7000000,48126380
11478,15000000,35007180
266856,15000000,123726700
10564,15000000,33771170
947,15000000,69995380
24150,15000000,39421470
228970,15000000,52501540
18405,15000000,32721640
6961,15000000,47175040
11442,13000000,37664860
2493,16000000,30857810
14047,15000000,30226140
64690,15000000,78054820
11132,15000000,29331070
17127,15000000,46905890
1562,15000000,64238440
232679,15000000,30127960
17880,14000000,32645550
14736,20000000,27728120
23706,15000000,40105540
9100,15000000,24769470
116,15000000,85306370
1245,11500000,23237910
4995,15000000,43101590
14012,15000000,21000000
12212,14000000,38574360
8975,20000000,22165610
342521,15000000,20566330
45272,15000000,20529190
9424,15000000,17507370
97367,15000000,35485610
254904,15000000,32556120
12162,15000000,42000000
11495,15000000,17080170
64689,15000000,37930460
157849,15000000,31554860
37003,15000000,22730840
12211,25000000,15843610
51828,15000000,59389430
22798,15000000,16633040
7501,15000000,12000000
97430,15000000,15608540
12257,15000000,10443320
14024,15000000,14867510
115,15000000,46189570
7874,15000000,10903850
4911,15000000,9237470
1988,16000000,18928870
16222,15000000,9902115
9557,20000000,8586376
8321,15000000,34533780
10186,15000000,8762890
25704,15000000,6405245
133694,15000000,8138788
19265,15000000,35097820
36047,15000000,5217498
8053,15000000,12036150
5236,15000000,15785150
6552,25000000,4152230
1018,15000000,20117340
42188,15000000,9455232
6687,15000000,5926410
8461,15000000,7938872
19,92620000,650422
10045,12000000,9584131
400,8000000,529766
253450,15000000,632542
16353,8500000,8936663
23759,12000000,6814789
24206,15000000,76382
10185,15000000,3533227
31668,15000000,23000
13501,15000000,20380
172391,20000000,27187380
137,14600000,70906970
264999,14800000,122513100
454,14500000,147298800
53457,10000000,17511910
33,14000000,159157400
1951,14200000,674918
12405,15000000,377910500
10998,14000000,320145700
114,14000000,463000000
2604,14000000,161001700
864,14000000,154864400
14435,15000000,100734700
1931,13000000,75511120
691,14000000,185438700
9877,14000000,72527600
12227,14000000,34793160
71688,13000000,114956700
8291,14000000,27515790
13950,14000000,25482930
12158,14000000,19800000
11586,14000000,30749140
12403,14000000,22852640
34563,14000000,21409030
10368,12000000,21001560
14434,11000000,13196240
11470,11000000,16951800
24940,14000000,10424470
82679,14000000,11417360
2013,14000000,19777650
1440,26000000,14821660
18041,14000000,5108820
87729,14000000,2474000
44754,14000000,46495
43949,14000000,1755212
142,14000000,178043800
10712,13500000,29027910
243938,14000000,12314650
10876,13500000,7060876
86838,15000000,19422260
613,18339750,92180910
1913,12806000,38535220
97370,13300000,5380251
801,13000000,123922400
70829,13400000,16700000
54518,13000000,98441950
44214,13000000,327803700
240,13000000,47542840
9816,13000000,91038280
10131,7000000,72500000
339984,16000000,77000000
8859,13000000,73180720
11967,13000000,44726640
239563,13000000,54837230
222899,12500000,49002680
4951,16000000,53478170
332567,17000000,119100800
1954,13000000,96060860
22345,12000000,36450740
9448,13000000,27007140
11186,13000000,35763600
136835,13200000,53830420
5876,18000000,57096190
264660,15000000,36869410
492,13000000,22863600
238603,13000000,45300000
10691,13000000,16929120
1251,19000000,68673230
5172,13000000,11130890
58680,13000000,8026971
264644,6000000,35401760
11592,13000000,7820688
16406,13000000,27500000
3682,13000000,16757160
107811,13000000,48065670
2266,13000000,4857367
144340,13000000,18000000
28211,15000000,8459458
47502,13000000,9789900
9950,13000000,2636637
84892,13000000,33400000
24227,3000000,1200000
9672,13000000,1151330
157544,13000000,1784763
59678,14350531,3964682
79777,10000000,303877
158011,13000000,68572380
8952,13000000,10652040
62204,12000000,55260560
13435,12500000,23367590
319,12500000,12281550
9504,12500000,10725230
26688,12500000,27206120
6615,12000000,11293660
14574,12500000,20416560
16,12800000,40031880
21612,12500000,1227324
36691,15000000,5024782
23631,20000000,31327900
45324,12500000,1083683
12144,12300000,84460850
56601,12500000,3878993
9552,8000000,441306100
578,7000000,470654000
2105,11000000,235483000
126319,12516654,8109160
10136,25000000,79817940
67660,12000000,96070510
10611,12000000,75781640
154,12000000,96800000
3049,15000000,107217400
860,12000000,79567670
9281,12000000,68706990
75674,12000000,81272770
9762,12000000,114194800
184,12000000,39673160
13335,12000000,43493120
76726,15000000,145000000
10269,12000000,30400000
36819,5000000,42365580
17130,12000000,61141030
57214,12000000,100000000
11202,12000000,89800000
9357,12000000,52223310
13812,12000000,40855420
9030,12000000,56309770
19084,12000000,31179520
8386,12000000,31155440
1360,12000000,56298470
101267,12000000,32726960
222935,12000000,307166800
10220,12000000,22921900
31915,12000000,54000000
11601,12000000,21133090
205220,12000000,100129900
14191,12000000,23006850
286565,12000000,85512300
129670,12000000,17654910
34549,12000000,17292380
57157,12000000,22939030
1948,12000000,42931040
46889,12000000,12902790
387,14000000,85000000
60599,12000000,35485060
227719,12000000,32248240
12088,8000000,6739141
14799,12000000,5542025
7510,12000000,6754898
31246,12000000,4922166
61752,12000000,4939939
10944,12000000,23
10362,12000000,3148182
1255,11000000,88489640
179144,12400000,8371085
86825,12000000,12077440
844,12000000,19271310
38448,12000000,1644755
327,12000000,15250000
21345,12000000,10652500
173931,19000000,2570000
61984,12000000,11212290
50601,20000000,17479
236751,12000000,101333000
107,10000000,83557870
8913,11500000,57469470
927,11000000,153083100
11,11000000,775398000
291870,11500000,94073030
907,11000000,111858400
45317,25000000,93617010
12094,11000000,72778710
10377,11000000,64088550
249164,11000000,78874840
9942,11000000,49797150
1817,13000000,97837140
10229,11000000,41227070
687,11000000,39363640
796,10500000,75902210
22804,11000000,68233630
10156,11000000,31672910
12837,11000000,38105400
17708,11000000,23978400
13937,12000000,37170060
28932,11,11
31909,12000000,4884663
167073,11000000,62076140
3175,11000000,20000000
14369,24000000,14782680
16888,24000000,13700000
121826,11000000,59520300
10646,11000000,23430770
12149,11000000,13110450
304357,11000000,61619770
20009,14000000,6413915
1587,11000000,30000000
30973,10000000,4069090
63020,11000000,2832826
86829,11000000,32935320
13888,11000000,2807854
42345,11000000,2200000
11917,10800000,113857500
14395,7400000,17000000
24137,14000000,18535190
62,10500000,68700000
601,10500000,792910600
13067,10000000,17500000
88641,10500000,123509
96399,12000000,9622846
489,10000000,225933400
214,10000000,163876800
10890,10000000,85300000
1588,28000000,90449930
316727,10000000,118587900
10314,10000000,103167000
663,10000000,139352600
11804,10000000,91196420
16781,6000000,57231520
11873,13800000,52293980
9289,10000000,50100000
10414,10000000,50752340
1970,10000000,183474600
9614,12000000,41205100
8922,10000000,59217790
1648,10000000,40485040
17917,10000000,37402880
74534,10000000,136836200
19405,10000000,44460850
9355,12305523,36230220
10999,10000000,57500000
321258,10000000,64188370
44040,10000000,33583180
10426,20000000,33526840
280092,10000000,104303900
13938,10000000,25754280
10163,10000000,32101000
12182,9000000,32973940
1832,10000000,30652890
15301,10000000,29450920
10135,15000000,30050030
26352,10000000,29392420
20616,8500000,34411240
9794,12000000,38368910
15037,10000000,25605020
227,10000000,33697650
294272,65000000,143695300
11336,10000000,20766620
283445,10000000,52882020
88036,14000000,24637470
22824,10000000,42333300
11545,9000000,17096050
42684,10000000,66821040
268238,10000000,85978270
41823,10000000,16153590
9362,11000000,48572000
9902,12600000,28650580
14729,10000000,15795190
9455,25000000,15156200
103731,10000000,21587700
10090,10000000,20342160
75900,6400000,35057700
9515,10000000,17297240
328425,5000000,58978650
1542,10000000,12827810
10490,10000000,10571410
87093,10000000,28883510
10029,30000000,9898412
11507,10000000,8801940
37931,10000000,6110000
87818,6000000,32438990
88005,10000000,9636289
73,20000000,23875130
14283,18000000,9495408
209403,9500000,7800000
7942,10000000,33000000
73247,10000000,2154696
253331,9000000,21571190
9952,10000000,7177143
256924,10000000,10835750
82532,10000000,4417580
2088,11500000,3275585
10388,10000000,3193102
1640,6500000,98410060
25520,10000000,5164404
329440,10000000,40055440
47890,14000000,439564
252512,10000000,7587485
55720,10000000,1759252
29076,10000000,1631839
68812,20000000,1969193
73567,10000000,3665069
41479,10000000,7022728
1989,10000000,21786740
12779,10000000,598645
13191,5000000,1296184
101173,7700000,1072602
20178,10000000,295750
78149,10000000,45779
245846,10000000,17472
25186,10000000,9069
217708,10,11
78383,10,10000000
16614,9500000,17164380
9700,9600000,4386236
10471,11000000,59827330
667,9500000,111584800
86837,8900000,19839490
10306,10500000,14144000
11576,9400000,60000000
219,12899867,85582410
62215,7400000,21817300
348,11000000,104931800
30497,85000,30859000
27586,10000000,2995811
14811,9000000,83304330
660,5500000,141195700
40794,7000000,8220215
9400,9000000,41590890
16162,9000000,34573780
10585,9000000,44196680
2359,9000000,24538510
238636,9000000,108782800
11282,9000000,23936910
14181,26000000,28780260
1621,40600000,90400000
9656,9000000,21510850
1619,8500000,19125400
9685,9000000,4777465
14425,9000000,4350774
15568,9000000,2955039
67675,9000000,18663240
250349,6000000,14348530
39806,9000000,771499
15699,5000000,140666
17926,9000000,1046166
9671,5000000,328203500
13483,86000000,14373820
1547,8500000,32222570
25196,7000000,39462440
16323,9250000,29174650
175528,8500000,22456510
8069,9000000,2500000
16727,12000000,20138840
272693,8500000,43528630
10696,22000000,5271666
29963,8500000,4440055
26022,12000000,42345360
152747,9000000,6108720
62676,8000000,1997807
1116,6500000,22889020
185008,7700000,46000000
11620,8250000,30000000
680,8000000,213928800
